菜谱,菜谱链接,用料,评分,用户,图片,菜系,用料数
锅包肉,https://www.douguo.com/cookbook/1684575.html,"里脊肉,胡萝卜,姜丝,香菜,淀粉,水,米醋,糖,盐,油",5.0,椛吃,https://cp1.douguo.com/upload/caiku/9/f/1/400x266_9ff2cc4ac1ae9894e5ab50a63ac5b7c1.jpeg,东北菜,10
立冬吃饺子~素三鲜水饺,https://www.douguo.com/cookbook/1715069.html,"面粉,鸡蛋,韭菜,海米,盐,花生油,鸡粉,十三香",5.0,霸道的狮子座,https://cp1.douguo.com/upload/caiku/5/b/8/400x266_5b50a35b4e7aec3cffc16da6f2f690a8.jpeg,东北菜,8
酸菜炖排骨#樱花味道#,https://www.douguo.com/cookbook/1526376.html,"排骨,酸菜",5.0,寻找桃花岛,https://cp1.douguo.com/upload/caiku/c/f/d/400x266_cf36d81345249c5b1f635904cd6d079d.jpg,东北菜,2
小鸡炖蘑菇#维达与你韧享年夜范#,https://www.douguo.com/cookbook/1505471.html,"柴鸡,榛蘑,葱,姜,花椒粉,八角,生抽,老抽,料酒,白糖,盐,桂皮",5.0,*star丶时光,https://cp1.douguo.com/upload/caiku/8/2/5/400x266_8289bcd8e4a5a739a2c58eb77294be05.jpeg,东北菜,12
#今天吃什么#炸藕合,https://www.douguo.com/cookbook/2384744.html,"新鲜莲藕,油,用于油炸,# 制作肉馅:盐,猪肉馅,香油,生抽酱油,白胡椒,葱,切碎,姜,切末,# 制作面粉糊炸衣:,中筋面粉,盐,五香粉,水,鸡蛋",5.0,开心123jiajia,https://cp1.douguo.com/upload/caiku/6/b/f/400x266_6b1889610287560ead701f446e88ffbf.jpeg,东北菜,18
厨余收纳菜！东北麻辣拌！#一机多能，一席饪选#,https://www.douguo.com/cookbook/1550824.html,"各种蔬菜！,还有肉类！,方便面！,各种肉丸！,糖,醋,辣椒油,蚝油 ,麻油 ,鸡精 ,盐,蒜,孜然",5.0,夜 微凉,https://cp1.douguo.com/upload/caiku/1/9/1/400x266_19a4650b1e748aaf016e2cb6b0f74761.jpeg,东北菜,13
#钟于经典传统味#东北名菜地三鲜,https://www.douguo.com/cookbook/2393598.html,"茄子（大）,土豆（大）,青尖椒,玉米淀粉,面粉,食用油,酱油,糖,盐,清水,鸡精（可选）,蒜,番茄",4.5,鑫宝的厨房,https://cp1.douguo.com/upload/caiku/3/0/2/400x266_30b8fb035b8fb6bf0a2716bf33f38182.jpg,东北菜,13
#钟于经典传统味#香酥炸麻叶，小时候最爱的味道！,https://www.douguo.com/cookbook/2392746.html,"中筋面粉,玉米油,鸡蛋,温水,黑芝麻,盐,花椒粉",4.5,虫子小c姐的厨房日记,https://cp1.douguo.com/upload/caiku/9/b/a/400x266_9be960634ba25d0ebc4055a55d9af9aa.jpg,东北菜,7
89期【沙茶家常拌豆腐丝】好吃也就两个要点~,https://www.douguo.com/cookbook/1526383.html,"豆腐皮,香菜,辣椒粉,大蒜,黄牌沙茶王,芝麻,十三香,米醋,油,盐,生抽（或豉油）",4.9,清水无香_yl,https://cp1.douguo.com/upload/caiku/9/2/c/400x266_929beb345c805a6f1281c29c31916d7c.jpeg,东北菜,11
东北大拌菜,https://www.douguo.com/cookbook/2305004.html,"娃娃菜,黄瓜,胡萝卜,千张,肉末,粉丝,蒜瓣,大葱,香菜,白芝麻,生抽,鸡精,香醋,辣椒粉,白糖,盐,香油,植物油",5.0,眉眉健康厨房,https://cp1.douguo.com/upload/caiku/7/0/f/400x266_70deece839cbd5f916b30a9d40e02e2f.jpg,东北菜,18
东北大酱炒鸡蛋#春天就酱吃#,https://www.douguo.com/cookbook/1525354.html,"鸡蛋,大葱,豆瓣酱",4.6,草莓奶昔冰,https://cp1.douguo.com/upload/caiku/7/9/1/400x266_795d0645b7039dc1456a9c24ae27ee91.jpeg,东北菜,3
咬一口外层酥脆【软炸金针菇】,https://www.douguo.com/cookbook/2382332.html,"金针菇,鸡蛋,清水,面粉,玉米淀粉,盐,十三香,鸡粉",4.5,畏惧水的杯子,https://cp1.douguo.com/upload/caiku/9/d/9/400x266_9d66918717b49cf380365cd292b03419.jpg,东北菜,8
#新年开运菜，好事自然来# 爽口大拌菜（四季发财）,https://www.douguo.com/cookbook/2060596.html,"黄瓜,胡萝卜,粉条,香菜,大白菜,生抽,白醋,白糖,盐,香油,辣椒油",5.0,胶P糖,https://cp1.douguo.com/upload/caiku/9/e/f/400x266_9ee4df00d33660c63e6ade265c08669f.jpg,东北菜,11
东北大拌菜---广受老外欢迎的一道凉菜,https://www.douguo.com/cookbook/1506928.html,"黄瓜,大白菜芯,豆腐皮,葱白",4.8,SAPBEAR,https://cp1.douguo.com/upload/caiku/8/3/c/400x266_834dda6691961e18a17d2b49c8d15b8c.jpg,东北菜,4
大连特色年夜菜——海鲜全家福,https://www.douguo.com/cookbook/1506353.html,"海参,鲍鱼,鸟贝,虾仁,鱿鱼,葱姜蒜,八角,蚝油,花生油,生抽,高汤",4.8,更厨房,https://cp1.douguo.com/upload/caiku/2/3/b/400x266_23307fe0cf770913b258727e861cb41b.jpeg,东北菜,11
自制万能辣椒油，你餐桌上的的灵魂调味品,https://www.douguo.com/cookbook/1500421.html,"粗辣椒面,菜籽油",5.0,请叫我蘑菇娘娘,https://cp1.douguo.com/upload/caiku/0/3/d/400x266_03042cca220b16eb35f6b24241933d6d.jpg,东北菜,2
半发面韭菜鸡蛋盒子,https://www.douguo.com/cookbook/1668525.html,"韭菜,小虾干,瑶柱,中筋面粉,热水,冷水,酵母粉,胡椒粉,盐,耗油,植物油",5.0,小云阿阿,https://cp1.douguo.com/upload/caiku/f/0/7/400x266_f047f0b93d03ff93e0814a3f580a4d67.jpg,东北菜,11
东北酱茄条#金龙鱼外婆乡小榨菜籽油 最强家乡菜#,https://www.douguo.com/cookbook/1607309.html,"茄子,金龙鱼菜籽油,蒜,姜,豆瓣酱,糖,酱酒,玉米淀粉",5.0,小虹虹宝宝,https://cp1.douguo.com/upload/caiku/9/f/5/400x266_9f552f9c669d67878244cf70dbc91f35.jpg,东北菜,8
翡翠白玉饺#舌尖上的春宴#,https://www.douguo.com/cookbook/1513920.html,"普通面粉,水,菠菜汁,盐,白菜猪肉馅",5.0,银元宝,https://cp1.douguo.com/upload/caiku/c/5/a/400x266_c5de9bc3872c1185ae6f6b81e312611a.jpeg,东北菜,5
【猪肉炖粉条】猪肉粉条大白菜，家家烧人人爱！,https://www.douguo.com/cookbook/2069335.html,"猪肉,粉条,白菜,生抽,老抽,京葱,八角,生姜,蒜,干辣椒",5.0,美食台,https://cp1.douguo.com/upload/caiku/9/7/e/400x266_972f0e8a654862839611048eabcc6f0e.jpeg,东北菜,10
#肉食者联盟#酸菜猪肉炖粉条,https://www.douguo.com/cookbook/2357660.html,"酸菜,粉条,猪肉,生抽,老抽,盐,料酒,十三香,八角 桂皮  香叶,葱姜,红辣椒,鸡粉,香醋",5.0,枭笑,https://cp1.douguo.com/upload/caiku/e/9/6/400x266_e9a9356f5440920f2521ebea56926c46.jpg,东北菜,13
土豆茄子白菜煲#厨此之外，锦享美味#,https://www.douguo.com/cookbook/1605426.html,"土豆,茄子,白菜,葱姜蒜,盐,汤,熟白芝麻,生抽",5.0,枭笑,https://cp1.douguo.com/upload/caiku/e/a/6/400x266_ea1472a44a56f002b4a7a2df062d3cb6.jpg,东北菜,8
自制咸肉,https://www.douguo.com/cookbook/1513759.html,"洗净吹干三层肉,盐,麻椒,花椒粉,白酒,排骨",5.0,秋水伊人lin,https://cp1.douguo.com/upload/caiku/e/a/9/400x266_ea0b8c4cd0e44f00d4d4d85b0d412db9.jpeg,东北菜,6
#快手又营养，我家的冬日必备菜品#营养快手菜‖蒜香豆苗,https://www.douguo.com/cookbook/2382381.html,"豆苗,盐,鸡精,蒜",4.0,尝尝好味道,https://cp1.douguo.com/upload/caiku/f/e/7/400x266_fee832bfc42ce3a58c9eacc7fe7d48e7.jpg,东北菜,4
东北大菜~排骨酸菜炖粉条,https://www.douguo.com/cookbook/1498383.html,"酸菜,排骨,红薯粉,花椒,八角,葱段,姜片,老抽,盐,食用油",5.0,文茜美善品美食顾问,https://cp1.douguo.com/upload/caiku/f/7/7/400x266_f79623ae8a61469318ec56156b28a5f7.jpg,东北菜,10
黑米枸杞豆浆#美的早安豆浆机#,https://www.douguo.com/cookbook/1518477.html,"黑米,黄豆,枸杞,清水",5.0,若愚妈妈在厨房,https://cp1.douguo.com/upload/caiku/7/7/0/400x266_77a8720c8172a8a1aba128b8adb7aa10.jpg,东北菜,4
#一人一道拿手菜#   江湖乱炖,https://www.douguo.com/cookbook/2318971.html,"鸡肉,香菇,木耳,粉条,白芸豆,姜葱蒜,八角香叶,桂皮,干辣椒,油,生抽,盐,白糖,鸡精",5.0,飘味香,https://cp1.douguo.com/upload/caiku/b/f/3/400x266_bf022f6704e5efb32e6f874090ffd833.jpeg,东北菜,14
#相聚组个局#土豆烧鸡块,https://www.douguo.com/cookbook/2387374.html,"三黄鸡,油,细砂糖,蒜头,草果,八角,香叶,桂皮,生抽,老抽,盐,干辣椒,姜,砂仁,土豆",5.0,小新家,https://cp1.douguo.com/upload/caiku/e/d/4/400x266_edddfca023427221e993d2e2704a8eb4.jpg,东北菜,15
锅包肉,https://www.douguo.com/cookbook/2293674.html,"里脊肉,鸡蛋,面粉,水,番茄酱,姜丝",4.0,眉眉健康厨房,https://cp1.douguo.com/upload/caiku/4/0/a/400x266_40f10ef5300fedcf946b6325ace0c9fa.jpg,东北菜,6
酱大骨,https://www.douguo.com/cookbook/1719273.html,"筒骨,冰糖,大葱,料酒,姜片,蒜片,豆瓣酱",4.7,介小姐的吃货日常,https://cp1.douguo.com/upload/caiku/8/e/f/400x266_8e9cf7f049e633a6235057e03161ecbf.jpg,东北菜,7
五花肉土豆芸豆炖,https://www.douguo.com/cookbook/2332103.html,"芸豆,五花肉,土豆,葱姜片,八角,酱油,盐",5.0,WFMM牛妈美食,https://cp1.douguo.com/upload/caiku/1/c/f/400x266_1cc91142c1b3e2fea48f12687a620bef.jpg,东北菜,7
#肉食者联盟#五花肉炖菜,https://www.douguo.com/cookbook/2358767.html,"猪五花肉,生抽,冰糖,盐,南乳汁,料酒,香叶,八角,大葱白,大蒜,姜,油,土豆,胡萝卜,干香菇",5.0,四毛家的小窝,https://cp1.douguo.com/upload/caiku/0/0/d/400x266_00d2bfd5c92513c76633e7ccf874606d.jpg,东北菜,15
东北榛蘑猪肉馅饺子#蔚爱边吃边旅行#,https://www.douguo.com/cookbook/1525558.html,"猪肉,干榛蘑",5.0,Qiuyue0815,https://cp1.douguo.com/upload/caiku/c/8/9/400x266_c83d7e1f73b129d095fd7ec17fc6dec9.jpg,东北菜,2
#春季减肥，边吃边瘦#山药炒木耳,https://www.douguo.com/cookbook/2288172.html,"山药,干木耳,葱段,红萝卜,盐,玉米油",5.0,北纬yhz,https://cp1.douguo.com/upload/caiku/0/0/e/400x266_0090b59dfad982e4e1206c6f5f0ccafe.jpg,东北菜,6
健康中式沙拉之大拌菜,https://www.douguo.com/cookbook/2292139.html,"苦菊,小红萝卜,圣女果,黄椒,熟黑芝麻,大拌菜汁,黄瓜",5.0,安安静静待花开,https://cp1.douguo.com/upload/caiku/c/7/3/400x266_c73156df5f3518f7058dcff4890a9cb3.jpeg,东北菜,7
#好吃不上火# 排骨炖土豆,https://www.douguo.com/cookbook/2364738.html,"排骨,大土豆,植物油,生抽酱油,盐,生姜,花椒,香菜,葱花,胡椒粉,鸡精",5.0,水怜忧,https://cp1.douguo.com/upload/caiku/e/9/c/400x266_e9ebc6a07c65788aed82f910f698707c.JPG,东北菜,11
#精品菜谱挑战赛#黄刺鱼炖豆腐,https://www.douguo.com/cookbook/2070900.html,"黄刺鱼,内酯豆腐,姜,蒜,小米椒,香菜,盐,胡椒粉,蒸鱼豉油,黄酒,味精",5.0,妙江南,https://cp1.douguo.com/upload/caiku/5/6/c/400x266_562c3b78380bebbf4ec20a6ed756725c.jpeg,东北菜,11
家庭版溜肉段#春天肉菜这样吃#,https://www.douguo.com/cookbook/2068975.html,"猪里脊肉,胡萝卜,淀粉,水,调料",5.0,刘大花,https://cp1.douguo.com/upload/caiku/0/9/5/400x266_095509ccaa28a14ee3f988d41d615e55.jpeg,东北菜,5
#无腊味，不新年#年年都要吃的东北家常锅包肉,https://www.douguo.com/cookbook/2055963.html,"【盐渍肉】,猪里脊肉,盐,料酒,黑胡椒粉,【辅料】,葱丝,姜丝,胡萝卜丝,香菜,【番茄汁】,酱油,白醋,白砂糖,蕃茄酱,【炸肉辅料】,淀粉,水",5.0,姜蜜条Molly,https://cp1.douguo.com/upload/caiku/d/3/d/400x266_d35ac0d6a285d26a4cea329f6b3e640d.jpeg,东北菜,18
创意菜–紫甘蓝松仁玉米,https://www.douguo.com/cookbook/2290800.html,"甜玉米粒,青豆,松仁,紫甘蓝,玉米油,盐",5.0,爱美食的拉拉,https://cp1.douguo.com/upload/caiku/9/e/1/400x266_9ef17f3b459e6e964bb5da46829a82f1.jpg,东北菜,6
猪肉白菜炖粉条,https://www.douguo.com/cookbook/1563798.html,五花肉,4.4,家乐美食小站,https://cp1.douguo.com/upload/caiku/7/f/c/400x266_7f823a1dc89dfd9906a4fc9ca6c3654c.png,东北菜,1
#爽口凉菜，开胃一夏！#凉拌卷心菜,https://www.douguo.com/cookbook/2301222.html,"卷心菜,胡萝卜,辣椒面,生抽,米醋,盐,油,熟芝麻",4.0,开心123jiajia,https://cp1.douguo.com/upload/caiku/2/e/7/400x266_2e7d9605e094ec5b6de4c0c2ac507d17.jpeg,东北菜,8
烤冷面/东北街头小吃,https://www.douguo.com/cookbook/1517529.html,"香菜,葱,鸡蛋,香肠,白糖,陈醋,蒜蓉辣酱,烧烤粉,冷面皮",5.0,karry凯糖,https://cp1.douguo.com/upload/caiku/9/c/e/400x266_9cb328e1eadc00393b5af138c35998fe.jpg,东北菜,9
东北一锅出,https://www.douguo.com/cookbook/2311449.html,"面粉,玉米粉,酵母粉,豆角,土豆,植物油,盐,生抽,葱花",3.0,暮色影子,https://cp1.douguo.com/upload/caiku/4/1/c/400x266_41f7c58b906fb9525c4731434943325c.JPG,东北菜,9
风味美无边，一碗饭不够吃，红油豆腐乳红烧鱼#肉食者联盟#,https://www.douguo.com/cookbook/2355199.html,"鳊鱼,豆腐乳,青椒,洋葱,姜片,香菇,毛豆,花椒,油,盐",4.0,茉兰周周,https://cp1.douguo.com/upload/caiku/4/4/9/400x266_4415d8f54ce721798c926d8059825599.JPG,东北菜,10
#今天吃什么#咸菜毛豆炒肉,https://www.douguo.com/cookbook/2387477.html,"瘦肉,毛豆,咸菜,姜,辣椒,酱油,淀粉,油",5.0,缘豆儿,https://cp1.douguo.com/upload/caiku/a/9/7/400x266_a910405b497e8541267af47c2e6895d7.jpg,东北菜,8
地三鲜,https://www.douguo.com/cookbook/2365172.html,"土豆,茄子,青椒,红椒,蒜瓣,大葱,酱油,蚝油,盐,糖,淀粉,食用油,白醋",5.0,MuseFood,https://cp1.douguo.com/upload/caiku/4/0/d/400x266_4058ac023789ff0439329b451bfd4b6d.jpeg,东北菜,13
小鸡炖蘑菇，热气腾腾过新年,https://www.douguo.com/cookbook/1506715.html,"土鸡,干榛蘑,粉条",5.0,美食台,https://cp1.douguo.com/upload/caiku/9/1/9/400x266_91c5db3948fc4965da2655c8f14bc679.jpg,东北菜,3
排骨炖豆角,https://www.douguo.com/cookbook/2319302.html,"豆角,排骨,料酒,生姜,蚝油,生抽,老抽,八角香叶桂皮,干辣椒,冰糖",5.0,糖糖_tang,https://cp1.douguo.com/upload/caiku/8/7/1/400x266_87f1ed19d8f6235d2558c39cbe78c891.jpeg,东北菜,10
酸菜炒粉条,https://www.douguo.com/cookbook/1542409.html,"酸菜,粉条,鸡胸肉,胡椒粉,生抽,老抽,葱姜蒜,盐,料酒",5.0,枭笑,https://cp1.douguo.com/upload/caiku/9/1/b/400x266_9149806e9f5ae4fd920370fb0ef931db.jpg,东北菜,9
日本豆腐胡萝卜焖鸡胸肉,https://www.douguo.com/cookbook/2340427.html,"鸡胸肉,胡萝卜,西兰花,淀粉,食用油,盐,生抽",5.0,星味厨房星爷,https://cp1.douguo.com/upload/caiku/e/2/0/400x266_e2b4724e3c597b12348ed85217bc7950.jpeg,东北菜,7
排骨土豆炖豆角,https://www.douguo.com/cookbook/1519257.html,"猪肋排,土豆,扁豆角",4.8,美的食色,https://cp1.douguo.com/upload/caiku/6/d/3/400x266_6d2047c316903f668aa6fd9e7fbb4723.jpg,东北菜,3
酒糟鱼｜下饭解馋,https://www.douguo.com/cookbook/2314449.html,"草鱼干,酒酿,白酒,大蒜,姜,辣椒粉,豆豉,生抽,老抽",5.0,菜菜美食日记,https://cp1.douguo.com/upload/caiku/a/8/8/400x266_a809d63391934687f315640a1323c118.jpg,东北菜,9
地三鲜,https://www.douguo.com/cookbook/2365297.html,"土豆,茄子,青椒,生抽,蚝油,糖,盐,鸡精,水淀粉,蒜,干淀粉",5.0,禹馨,https://cp1.douguo.com/upload/caiku/b/9/7/400x266_b9086c15515ea52dd8e19770c2de8a57.jpg,东北菜,11
东北锅包肉,https://www.douguo.com/cookbook/1547174.html,"里脊肉,胡萝卜,葱姜,香菜,淀粉,盐,米醋,水,白糖,蕃茄酱",5.0,优妈小厨,https://cp1.douguo.com/upload/caiku/0/9/3/400x266_09a5b5f07d5331575b0bde1fae14f453.jpeg,东北菜,10
猪肉炖白菜,https://www.douguo.com/cookbook/1516790.html,"白菜,猪肉,葱,姜,油,盐,鸡精,蒜,生抽,料酒",4.8,p8冷哥8q,https://cp1.douguo.com/upload/caiku/d/9/2/400x266_d937b61cbbc3c64672476a78c33a01c2.jpg,东北菜,10
【东北鸡蛋酱】,https://www.douguo.com/cookbook/1697199.html,"鸡蛋,东北大酱 或 韩国大酱,葱伴侣 大酱,食油",5.0,盈盈小筑2010,https://cp1.douguo.com/upload/caiku/c/b/e/400x266_cb3449b26a0a1692932678105ab4a50e.jpg,东北菜,4
皮薄馅大的南瓜猪肉包子,https://www.douguo.com/cookbook/1714708.html,"中筋面粉,盐,糖,酵母,水,姜,葱,猪肉,南瓜",4.5,爱做饭的小可爱123,https://cp1.douguo.com/upload/caiku/7/1/9/400x266_714875313b5ec5b3c615374e915fc179.jpeg,东北菜,9
五花肉炖粉丝,https://www.douguo.com/cookbook/1516996.html,"五花肉,粉丝,胡椒粉,姜片,蒜,红辣椒,料酒,酱油",5.0,咖喱牛奶面包,https://cp1.douguo.com/upload/caiku/7/e/7/400x266_7ef103295486977dc80dfa0100ddae47.jpeg,东北菜,8
#肉食者联盟#鸭腿烧刀豆,https://www.douguo.com/cookbook/2357323.html,"鸭腿,刀豆,料酒,生抽,蚝油,盐,十三香,八角桂皮,葱姜",5.0,枭笑,https://cp1.douguo.com/upload/caiku/0/a/2/400x266_0a8907ef41f92a2b8d26c04c5e34f782.jpg,东北菜,9
白菜炖冻豆腐,https://www.douguo.com/cookbook/1722166.html,"白菜,冻豆腐",5.0,寻找桃花岛,https://cp1.douguo.com/upload/caiku/8/5/9/400x266_851bf09a9e0d47523bacb79734ed3589.jpg,东北菜,2
锅包肉,https://www.douguo.com/cookbook/1558734.html,"猪里脊,胡萝卜",4.0,家乐美食小站,https://cp1.douguo.com/upload/caiku/7/4/7/400x266_7443a5b437878993febb72150e804e67.png,东北菜,2
东北锅包肉,https://www.douguo.com/cookbook/1501138.html,"里脊肉,土豆淀粉,葱,姜,白胡椒,胡萝卜",4.5,私厨日记,https://cp1.douguo.com/upload/caiku/7/8/f/400x266_78806492e5d77c2b9aaceb4a04dd53cf.jpg,东北菜,6
芙蓉锦绣锅包鱼片#好彩头#,https://www.douguo.com/cookbook/1506588.html,"生姜,京葱,糖,白醋,沙巴鱼片,淀粉,面粉,水,番茄沙司",5.0,喵了个斯基,https://cp1.douguo.com/upload/caiku/e/d/b/400x266_edc842a77be4ef39b8de0e14d94cb87b.jpeg,东北菜,9
地三鲜|二叔食集,https://www.douguo.com/cookbook/1715387.html,"土豆,尖椒,茄子",5.0,二叔食集,https://cp1.douguo.com/upload/caiku/e/6/f/400x266_e6542fc5103ce0a832be870169b0c46f.jpg,东北菜,3
地三鲜,https://www.douguo.com/cookbook/1573954.html,"茄子,土豆,青椒,葱,姜,盐,糖,油,生抽,蚝油,干淀粉,水淀粉,家乐鸡精,水",4.5,家乐美食小站,https://cp1.douguo.com/upload/caiku/3/f/e/400x266_3f425116836754e298a738e35400db8e.png,东北菜,14
白菜炖粉条,https://www.douguo.com/cookbook/1718149.html,"圆白菜,干辣椒,大蒜,红薯粉,油,盐,味精,生抽,老抽,耗油,陈醋,白糖,清水",4.8,妍媽美食,https://cp1.douguo.com/upload/caiku/d/4/1/400x266_d402d97c98eb69a905c44aef4c258c71.jpg,东北菜,13
家庭少油版地三鲜,https://www.douguo.com/cookbook/2310033.html,"土豆,圆茄子,圆辣椒,油,盐,胡椒粉,生抽,料酒,蒜,葱,糖,水淀粉",5.0,三旬时光,https://cp1.douguo.com/upload/caiku/8/9/d/400x266_898b5c621ba8e0e502cefed62795239d.jpeg,东北菜,12
素版熊掌豆腐,https://www.douguo.com/cookbook/2340729.html,"老豆腐,小青椒,小红椒,油,豆瓣酱,生抽,老抽,清水,白糖,盐,淀粉,葱花",5.0,蜜桃厨房,https://cp1.douguo.com/upload/caiku/2/5/1/400x266_257b451b89fac392e0489a4bfda73681.jpg,东北菜,12
东北溜双段#金龙鱼外婆香小榨菜籽油 最强家乡菜#,https://www.douguo.com/cookbook/1606165.html,"猪瘦肉,青虾仁,土豆淀粉,青椒,姜,清水,酱油,盐,糖,外婆香小榨菜籽油(炸肉用),水淀粉,清水,淀粉",4.0,yuan的美食小铺,https://cp1.douguo.com/upload/caiku/1/9/e/400x266_19cbb19f846f699be278ad945a4d3d3e.jpg,东北菜,13
锅包肉,https://www.douguo.com/cookbook/2332039.html,"里脊肉,料酒,盐,土豆淀粉,清水,胡萝卜,大葱,生姜,白糖,白醋,盐,生抽,玉米油",4.0,烘焙帮阿涛,https://cp1.douguo.com/upload/caiku/0/2/8/400x266_022392cf6c846d7afef924c6cd8fc308.jpg,东北菜,13
土豆豆角炖五花肉，全国人民都爱的东北菜,https://www.douguo.com/cookbook/1583576.html,"五花肉,架豆王,胡萝卜,土豆",5.0,七七de情绪厨房,https://cp1.douguo.com/upload/caiku/a/c/c/400x266_ac5e7d9bf0af3603e355217251d51c0c.jpg,东北菜,4
#春季减肥，边吃边瘦#白菜炒木耳,https://www.douguo.com/cookbook/2288199.html,"黑木耳（干品）,蒜头,白菜,生抽,盐,猪肉,葱花",4.0,枭笑,https://cp1.douguo.com/upload/caiku/0/0/a/400x266_003084171ed3398c1bf790226863ea1a.jpg,东北菜,7
白菜海兔炖冻豆腐,https://www.douguo.com/cookbook/1503848.html,"冻豆腐,盐,酱油,肉,十三香,蒜,白菜,海兔,葱花",5.0,珑慧,https://cp1.douguo.com/upload/caiku/6/2/7/400x266_6238275bfc55fdb8a6622173893fa597.jpeg,东北菜,9
东北乱炖,https://www.douguo.com/cookbook/1545587.html,"豆角,土豆,胡萝卜,排骨罐头",5.0,雨润海棠,https://cp1.douguo.com/upload/caiku/d/9/9/400x266_d9e6e3340a58c8267362d8808c8322c9.jpg,东北菜,4
垮炖排骨#洁柔食刻，纸为爱下厨#,https://www.douguo.com/cookbook/1507378.html,排骨,5.0,meggy跳舞的苹果,https://cp1.douguo.com/upload/caiku/a/a/5/400x266_aaa569f10784e8ac40101886d9613905.jpg,东北菜,1
正宗东北锅包肉,https://www.douguo.com/cookbook/1528496.html,"里脊肉,胡萝卜,葱姜蒜,香菜,淀粉,盐,米醋,水,白糖,鸡精,白胡椒粉,鸡蛋,料酒",5.0,_VON_,https://cp1.douguo.com/upload/caiku/4/1/3/400x266_41039573b1100981af56d79e997a7103.jpeg,东北菜,13
五彩肉丝拉皮,https://www.douguo.com/cookbook/1572727.html,"猪里脊肉,尖椒,蒜末,生粉,料酒,醋,生抽,白糖,水,食盐,胡椒粉,胡萝卜,洋葱,袋装拉皮,辣椒油",5.0,过眼云烟yjr,https://cp1.douguo.com/upload/caiku/b/f/d/400x266_bf34e96dfc96c22ba3ad6cfcbf8e921d.jpg,东北菜,15
烤冷面,https://www.douguo.com/cookbook/2074942.html,"烤冷面,娃娃菜,烤冷面专用酱,食用油,香肠,鸡蛋",5.0,公仔思乐冰,https://cp1.douguo.com/upload/caiku/6/3/c/400x266_634e3c568c96aa94bff20ae3355edaec.jpg,东北菜,6
酸菜馅蒸饺子,https://www.douguo.com/cookbook/1502667.html,"猪肉,酸菜,酱油,豆油,盐,鸡精,葱,姜,水,面粉,酱,油脂拉",5.0,游泳呀,https://cp1.douguo.com/upload/caiku/2/8/c/400x266_283cfa0e020fb8b4f1197edd69ac1e1c.jpeg,东北菜,12
红烧羊肉,https://www.douguo.com/cookbook/1513766.html,"羊肉,胡萝卜,大蒜,西兰花,调味品：色拉油,盐,糖,料酒,老抽,生抽,香醋,鸡精,生粉",5.0,阿杆,https://cp1.douguo.com/upload/caiku/8/d/8/400x266_8debd974ae18a6b25e1d19f8d8721e58.jpg,东北菜,13
